"_index";"uid";"instance_type";"instance_category";"instance_generation";"release_month";"release_year";"product_page";"announcement_url";"announcement_published";"blog_post_url";"blog_post_published"
1;"451c1cd49a2f955d";"m1.small";"General Purpose";"Previous generation";"August";"2006";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2006/08/24/announcing-amazon-elastic-compute-cloud-amazon-ec2---beta/";"Aug 24, 2006";NULL;NULL
2;"85589f23e811f229";"m1.large";"General Purpose";"Previous generation";"October";"2007";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2007/10/22/amazon-ec2-now-in-unlimited-beta-and-launching-new-instance-types/";"Oct 22, 2007";"https://aws.amazon.com/blogs/aws/amazon-ec2-gets/";"Oct 16, 2007"
3;"db881dc65b70a128";"m1.xlarge";"General Purpose";"Previous generation";"October";"2007";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2007/10/22/amazon-ec2-now-in-unlimited-beta-and-launching-new-instance-types/";"Oct 22, 2007";"https://aws.amazon.com/blogs/aws/amazon-ec2-gets/";"Oct 16, 2007"
4;"719785bb62b69257";"c1.medium";"Compute Optimized";"Previous generation";"May";"2008";"https://aws.amazon.com/ec2/previous-generation/";NULL;NULL;"https://aws.amazon.com/blogs/aws/more-ec2-power/";"May 29, 2008"
5;"14861a4162144a39";"c1.xlarge";"Compute Optimized";"Previous generation";"May";"2008";"https://aws.amazon.com/ec2/previous-generation/";NULL;NULL;"https://aws.amazon.com/blogs/aws/more-ec2-power/";"May 29, 2008"
6;"0204afdbb01d1e39";"m2.2xlarge";"Memory Optimized";"Previous generation";"October";"2009";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2009/10/27/announcing-amazon-ec2-high-memory-instances/";"Oct 27, 2009";"https://aws.amazon.com/blogs/aws/new-ec2-instance-type-m2xlarge/";"Oct 27, 2009"
7;"402230d55ac40b3d";"m2.4xlarge";"Memory Optimized";"Previous generation";"October";"2009";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2009/10/27/announcing-amazon-ec2-high-memory-instances/";"Oct 27, 2009";"https://aws.amazon.com/blogs/aws/new-ec2-instance-type-m2xlarge/";"Oct 27, 2009"
8;"47d092273fc720af";"m2.xlarge";"Memory Optimized";"Previous generation";"February";"2010";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2010/02/23/amazon-ec2-now-offers-extra-large-high-memory-instances/";"Feb 23, 2010";"https://aws.amazon.com/blogs/aws/new-ec2-instance-type-m2xlarge/";"Feb 22, 2010"
9;"6fabd67a7645aa5b";"cc1.4xlarge";"Cluster Compute";"Previous generation";"July";"2010";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2010/07/13/announcing-cluster-compute-instances-for-amazon-ec2/";"Jul 13, 2010";"https://aws.amazon.com/blogs/aws/the-new-amazon-ec2-instance-type-the-cluster-compute-instance/";"Jul 13, 2010"
10;"a4004d9227d252bb";"t1.micro";"Micro";"Previous generation";"September";"2010";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2010/09/09/announcing-micro-instances-for-amazon-ec2/";"Sep 9, 2010";"https://aws.amazon.com/blogs/aws/new-amazon-ec2-micro-instances/";"Sep 09, 2010"
11;"2b69ab23d8a2d382";"cg1.4xlarge";"Cluster GPU";"Previous generation";"November";"2010";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2010/11/15/announcing-cluster-gpu-instances-for-amazon-ec2/";"Nov 15, 2010";"https://aws.amazon.com/blogs/aws/new-ec2-instance-type-the-cluster-gpu-instance/";"Nov 15, 2010"
12;"580ffe5a7c96457f";"cc2.8xlarge";"Cluster Compute";"Previous generation";"November";"2011";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2011/11/14/announcing-new-ec2-cluster-compute-instance/";"Nov 14, 2011";"https://aws.amazon.com/blogs/aws/next-generation-cluster-computing-on-amazon-ec2-the-cc2-instance-type/";"Nov 14, 2011"
13;"a8892c784bcd640a";"m1.medium";"General Purpose";"Previous generation";"March";"2012";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2012/03/07/three-new-amazon-ec2-features/";"Mar 07, 2012";"https://aws.amazon.com/blogs/aws/ec2-updates-new-instance-64-bit-bit-ubiquity-ssh-client/";"Mar 07, 2012"
14;"66cfb564aca0f5d6";"hi1.4xlarge";"High I/O";"Previous generation";"July";"2012";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2012/07/18/announcing-high-io-instances-for-amazon-ec2/";"Jul 18, 2012";"https://aws.amazon.com/blogs/aws/new-high-io-ec2-instance-type-hi14xlarge/";"Jul 18, 2012"
15;"cfa02b37b3714c6d";"m3.xlarge";"General Purpose";"Previous generation";"October";"2012";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2012/10/31/announcing-amazon-ec2-m3-instances-and-m1-price-drop/";"Oct 31, 2012";"https://aws.amazon.com/blogs/aws/new-ec2-second-generation-standard-instances-and-price-reductions-1/";"Oct 31, 2012"
16;"118c83517a66e90a";"m3.2xlarge";"General Purpose";"Previous generation";"October";"2012";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2012/10/31/announcing-amazon-ec2-m3-instances-and-m1-price-drop/";"Oct 31, 2012";"https://aws.amazon.com/blogs/aws/new-ec2-second-generation-standard-instances-and-price-reductions-1/";"Oct 31, 2012"
17;"35cf0920239d9ff4";"hs1.8xlarge";"Storage Optimized";"Previous generation";"December";"2012";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2012/12/21/announcing-high-storage-instances-for-amazon-ec2/";"Dec 21, 2012";"https://aws.amazon.com/blogs/aws/the-new-ec2-high-storage-instance-family/";"Dec 21, 2012"
18;"05ed3e0c1b386b0d";"cr1.8xlarge";"Memory Optimized";"Previous generation";"January";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/01/21/announcing-high-mem-cluster-instances-for-amazon-ec2/";"Jan 21, 2013";"https://aws.amazon.com/blogs/aws/ec2-for-in-memory-computing-the-high-memory-cluster-eight-extra-large/";"Jan 22, 2013"
19;"621c80075156ac27";"g2.2xlarge";"Accelerated Computing";"Previous generation";"November";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/11/04/announcing-new-amazon-ec2-gpu-instance-type/";"Nov 4, 2013";"https://aws.amazon.com/blogs/aws/build-3d-streaming-applications-with-ec2s-new-g2-instance-type/";"Nov 05, 2013"
20;"7dc28a83875204a4";"c3.large";"Compute Optimized";"Previous generation";"November";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/11/14/announcing-new-amazon-ec2-compute-optimized-instances/";"Nov 14, 2013";"https://aws.amazon.com/blogs/aws/a-generation-of-ec2-instances-for-compute-intensive-workloads/";"Nov 14, 2013"
21;"42df84c86d437783";"c3.xlarge";"Compute Optimized";"Previous generation";"November";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/11/14/announcing-new-amazon-ec2-compute-optimized-instances/";"Nov 14, 2013";"https://aws.amazon.com/blogs/aws/a-generation-of-ec2-instances-for-compute-intensive-workloads/";"Nov 14, 2013"
22;"c4cc93d60d028582";"c3.2xlarge";"Compute Optimized";"Previous generation";"November";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/11/14/announcing-new-amazon-ec2-compute-optimized-instances/";"Nov 14, 2013";"https://aws.amazon.com/blogs/aws/a-generation-of-ec2-instances-for-compute-intensive-workloads/";"Nov 14, 2013"
23;"3fc49241f3649c3d";"c3.4xlarge";"Compute Optimized";"Previous generation";"November";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/11/14/announcing-new-amazon-ec2-compute-optimized-instances/";"Nov 14, 2013";"https://aws.amazon.com/blogs/aws/a-generation-of-ec2-instances-for-compute-intensive-workloads/";"Nov 14, 2013"
24;"f52e77056d74e8cc";"c3.8xlarge";"Compute Optimized";"Previous generation";"November";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/11/14/announcing-new-amazon-ec2-compute-optimized-instances/";"Nov 14, 2013";"https://aws.amazon.com/blogs/aws/a-generation-of-ec2-instances-for-compute-intensive-workloads/";"Nov 14, 2013"
25;"e4c250300f6fe81f";"i2.xlarge";"Storage Optimized";"Previous generation";"December";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/12/19/o-instance/";"Dec 19, 2013";"https://aws.amazon.com/blogs/aws/amazon-ec2-new-i2-instance-type-available-now/";"Dec 20, 2013"
26;"6d9ad369cc981c64";"i2.2xlarge";"Storage Optimized";"Previous generation";"December";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/12/19/o-instance/";"Dec 19, 2013";"https://aws.amazon.com/blogs/aws/amazon-ec2-new-i2-instance-type-available-now/";"Dec 20, 2013"
27;"815853229a46d010";"i2.4xlarge";"Storage Optimized";"Previous generation";"December";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/12/19/o-instance/";"Dec 19, 2013";"https://aws.amazon.com/blogs/aws/amazon-ec2-new-i2-instance-type-available-now/";"Dec 20, 2013"
28;"f18eef012b009e9d";"i2.8xlarge";"Storage Optimized";"Previous generation";"December";"2013";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2013/12/19/o-instance/";"Dec 19, 2013";"https://aws.amazon.com/blogs/aws/amazon-ec2-new-i2-instance-type-available-now/";"Dec 20, 2013"
29;"d709c0ad22b464da";"m3.medium";"General Purpose";"Previous generation";"January";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/01/21/announcing-new-amazon-ec2-m3-instance-sizes-and-lower-prices-for-amazon-s3-and-amazon-ebs/";"Jan 21, 2014";"https://aws.amazon.com/blogs/aws/aws-update-new-m3-features-reduced-ebs-prices-reduced-s3-prices/";"Jan 21, 2014"
30;"52ef681c18f82948";"m3.large";"General Purpose";"Previous generation";"January";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/01/21/announcing-new-amazon-ec2-m3-instance-sizes-and-lower-prices-for-amazon-s3-and-amazon-ebs/";"Jan 21, 2014";"https://aws.amazon.com/blogs/aws/aws-update-new-m3-features-reduced-ebs-prices-reduced-s3-prices/";"Jan 21, 2014"
31;"d547c9a2ec5e03d2";"r3.large";"Memory Optimized";"Previous generation";"April";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/04/10/r3-announcing-the-next-generation-of-amazon-ec2-memory-optimized-instances/";"Apr 10, 2014";"https://aws.amazon.com/blogs/aws/now-available-new-memory-optimized-ec2-instances/";"Apr 10, 2014"
32;"bbb0ffe4c8237aae";"r3.xlarge";"Memory Optimized";"Previous generation";"April";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/04/10/r3-announcing-the-next-generation-of-amazon-ec2-memory-optimized-instances/";"Apr 10, 2014";"https://aws.amazon.com/blogs/aws/now-available-new-memory-optimized-ec2-instances/";"Apr 10, 2014"
33;"07dd9e7b33ad18d0";"r3.2xlarge";"Memory Optimized";"Previous generation";"April";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/04/10/r3-announcing-the-next-generation-of-amazon-ec2-memory-optimized-instances/";"Apr 10, 2014";"https://aws.amazon.com/blogs/aws/now-available-new-memory-optimized-ec2-instances/";"Apr 10, 2014"
34;"b631000a0f785b3f";"r3.4xlarge";"Memory Optimized";"Previous generation";"April";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/04/10/r3-announcing-the-next-generation-of-amazon-ec2-memory-optimized-instances/";"Apr 10, 2014";"https://aws.amazon.com/blogs/aws/now-available-new-memory-optimized-ec2-instances/";"Apr 10, 2014"
35;"543a2a71d148a3c0";"r3.8xlarge";"Memory Optimized";"Previous generation";"April";"2014";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2014/04/10/r3-announcing-the-next-generation-of-amazon-ec2-memory-optimized-instances/";"Apr 10, 2014";"https://aws.amazon.com/blogs/aws/now-available-new-memory-optimized-ec2-instances/";"Apr 10, 2014"
36;"8889b175288adf70";"t2.micro";"General Purpose";"Current generation";"July";"2014";"https://aws.amazon.com/ec2/instance-types/t2/";"https://aws.amazon.com/about-aws/whats-new/2014/07/01/introducing-t2-the-new-low-cost-general-purpose-instance-type-for-amazon-ec2/";"Jul 1, 2014";"https://aws.amazon.com/blogs/aws/low-cost-burstable-ec2-instances/";"Jul 1, 2014"
37;"701698fbd216d481";"t2.small";"General Purpose";"Current generation";"July";"2014";"https://aws.amazon.com/ec2/instance-types/t2/";"https://aws.amazon.com/about-aws/whats-new/2014/07/01/introducing-t2-the-new-low-cost-general-purpose-instance-type-for-amazon-ec2/";"Jul 1, 2014";"https://aws.amazon.com/blogs/aws/low-cost-burstable-ec2-instances/";"Jul 1, 2014"
38;"f4dec9de98a46129";"t2.medium";"General Purpose";"Current generation";"July";"2014";"https://aws.amazon.com/ec2/instance-types/t2/";"https://aws.amazon.com/about-aws/whats-new/2014/07/01/introducing-t2-the-new-low-cost-general-purpose-instance-type-for-amazon-ec2/";"Jul 1, 2014";"https://aws.amazon.com/blogs/aws/low-cost-burstable-ec2-instances/";"Jul 1, 2014"
39;"55ee97c96a09683f";"c4.large";"Compute Optimized";"Previous generation";"January";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/";"Jan 11, 2015";"https://aws.amazon.com/blogs/aws/new-c4-instances/";"Nov 13, 2014"
40;"33b593d21dc0ac1c";"c4.xlarge";"Compute Optimized";"Previous generation";"January";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/";"Jan 11, 2015";"https://aws.amazon.com/blogs/aws/new-c4-instances/";"Nov 13, 2014"
41;"a91c924abdb12942";"c4.2xlarge";"Compute Optimized";"Previous generation";"January";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/";"Jan 11, 2015";"https://aws.amazon.com/blogs/aws/new-c4-instances/";"Nov 13, 2014"
42;"34c3df9fdc228196";"c4.4xlarge";"Compute Optimized";"Previous generation";"January";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/";"Jan 11, 2015";"https://aws.amazon.com/blogs/aws/new-c4-instances/";"Nov 13, 2014"
43;"4327717e5e9957f2";"c4.8xlarge";"Compute Optimized";"Previous generation";"January";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/01/11/amazon-ec2-c4-instances-now-available/";"Jan 11, 2015";"https://aws.amazon.com/blogs/aws/new-c4-instances/";"Nov 13, 2014"
44;"6a221f39dc187c2c";"d2.xlarge";"Storage Optimized";"Previous generation";"March";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/";"Mar 30, 2015";"https://aws.amazon.com/blogs/aws/next-generation-of-dense-storage-instances-for-ec2/";"Mar 31, 2015"
45;"0ee1a9bc15f5e88a";"d2.2xlarge";"Storage Optimized";"Previous generation";"March";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/";"Mar 30, 2015";"https://aws.amazon.com/blogs/aws/next-generation-of-dense-storage-instances-for-ec2/";"Mar 31, 2015"
46;"e1119a12798cca00";"d2.4xlarge";"Storage Optimized";"Previous generation";"March";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/";"Mar 30, 2015";"https://aws.amazon.com/blogs/aws/next-generation-of-dense-storage-instances-for-ec2/";"Mar 31, 2015"
47;"f12c94399badeb2d";"d2.8xlarge";"Storage Optimized";"Previous generation";"March";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/";"Mar 30, 2015";"https://aws.amazon.com/blogs/aws/next-generation-of-dense-storage-instances-for-ec2/";"Mar 31, 2015"
48;"b7dbd4041ea30d37";"g2.8xlarge";"Accelerated Computing";"Previous generation";"April";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/04/introducing-a-new-g2-instance-size-the-g28xlarge/";"Apr 16, 2015";"https://aws.amazon.com/blogs/aws/new-g2-instance-type-with-4x-more-gpu-power/";"Apr 17, 2015"
49;"3d912394ef72297a";"m4.large";"General Purpose";"Previous generation";"June";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/";"Jun 11, 2015";"https://aws.amazon.com/blogs/aws/the-new-m4-instance-type-bonus-price-reduction-on-m3-c4/";"Jun 11, 2015"
50;"9760b91d27d21448";"m4.xlarge";"General Purpose";"Previous generation";"June";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/";"Jun 11, 2015";"https://aws.amazon.com/blogs/aws/the-new-m4-instance-type-bonus-price-reduction-on-m3-c4/";"Jun 11, 2015"
51;"f6ebb689a1ea5c0d";"m4.2xlarge";"General Purpose";"Previous generation";"June";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/";"Jun 11, 2015";"https://aws.amazon.com/blogs/aws/the-new-m4-instance-type-bonus-price-reduction-on-m3-c4/";"Jun 11, 2015"
52;"d46e6916e89fdba1";"m4.4xlarge";"General Purpose";"Previous generation";"June";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/";"Jun 11, 2015";"https://aws.amazon.com/blogs/aws/the-new-m4-instance-type-bonus-price-reduction-on-m3-c4/";"Jun 11, 2015"
53;"5edea7851a817693";"m4.10xlarge";"General Purpose";"Previous generation";"June";"2015";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-m4-instances-and-lower-amazon-ec2-instance-prices/";"Jun 11, 2015";"https://aws.amazon.com/blogs/aws/the-new-m4-instance-type-bonus-price-reduction-on-m3-c4/";"Jun 11, 2015"
54;"3cfeac3053ae281b";"t2.large";"General Purpose";"Current generation";"June";"2015";"https://aws.amazon.com/ec2/instance-types/t2/";"https://aws.amazon.com/about-aws/whats-new/2015/06/introducing-a-new-amazon-ec2-t2-instance-t2-large/";"Jun 16, 2015";"https://aws.amazon.com/blogs/aws/new-t2-large-instances/";"Jun 17, 2015"
55;"f1cd4be04da6285b";"t2.nano";"General Purpose";"Current generation";"December";"2015";"https://aws.amazon.com/ec2/instance-types/t2/";"https://aws.amazon.com/about-aws/whats-new/2015/12/introducing-t2-nano-the-smallest-lowest-cost-amazon-ec2-instance/";"Dec 15, 2015";"https://aws.amazon.com/blogs/aws/ec2-update-t2-nano-instances-now-available/";"Dec 15, 2015"
56;"26f50bfb45fdce8e";"x1.32xlarge";"Memory Optimized";"Current generation";"May";"2016";"https://aws.amazon.com/ec2/instance-types/x1/";"https://aws.amazon.com/about-aws/whats-new/2016/05/now-available-x1-instances-the-largest-amazon-ec2-memory-optimized-instance-with-2-tb-of-memory/";"May 18, 2016";"https://aws.amazon.com/blogs/aws/x1-instances-for-ec2-ready-for-your-memory-intensive-workloads/";"May 18, 2016"
57;"2e123bf9c15a31cd";"m4.16xlarge";"General Purpose";"Previous generation";"September";"2016";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2016/09/introducing-new-m4-instance-size-m4-16xlarge-and-new-region-availability-of-m4-instances/";"Sep 27, 2016";"https://aws.amazon.com/blogs/aws/expanding-the-m4-instance-type-new-m4-16xlarge/";"Sep 27, 2016"
58;"5814625a9f0bbae7";"p2.xlarge";"Accelerated Computing";"Previous generation";"September";"2016";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2016/09/introducing-amazon-ec2-p2-instances-the-largest-gpu-powered-virtual-machine-in-the-cloud/";"Sep 29, 2016";"https://aws.amazon.com/blogs/aws/new-p2-instance-type-for-amazon-ec2-up-to-16-gpus/";"Sep 27, 2016"
59;"3228ce5b326c49d8";"p2.8xlarge";"Accelerated Computing";"Previous generation";"September";"2016";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2016/09/introducing-amazon-ec2-p2-instances-the-largest-gpu-powered-virtual-machine-in-the-cloud/";"Sep 29, 2016";"https://aws.amazon.com/blogs/aws/new-p2-instance-type-for-amazon-ec2-up-to-16-gpus/";"Sep 27, 2016"
60;"fef30902a8ab2544";"p2.16xlarge";"Accelerated Computing";"Previous generation";"September";"2016";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2016/09/introducing-amazon-ec2-p2-instances-the-largest-gpu-powered-virtual-machine-in-the-cloud/";"Sep 29, 2016";"https://aws.amazon.com/blogs/aws/new-p2-instance-type-for-amazon-ec2-up-to-16-gpus/";"Sep 27, 2016"
61;"b6d709b6322da53b";"x1.16xlarge";"Memory Optimized";"Current generation";"October";"2016";"https://aws.amazon.com/ec2/instance-types/x1/";"https://aws.amazon.com/about-aws/whats-new/2016/10/introducing-new-amazon-ec2-c1-instance-size-x1-16xlarge-and-expansion-of-x1-instances-to-new-regions/";"Oct 10, 2016";"https://aws.amazon.com/blogs/aws/x1-instance-update-x1-16xlarge-more-regions/";"Oct 10, 2016"
62;"652f383b861de418";"c5.large";"Compute Optimized";"Current generation";"November";"2017";"https://aws.amazon.com/ec2/instance-types/c5/";"https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-c5-instances-the-next-generation-of-compute-optimized-instances/";"Nov 06, 2017";"https://aws.amazon.com/blogs/aws/now-available-compute-intensive-c5-instances-for-amazon-ec2/";"Nov 06, 2017"
63;"09a369df03a416bf";"c5.xlarge";"Compute Optimized";"Current generation";"November";"2017";"https://aws.amazon.com/ec2/instance-types/c5/";"https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-c5-instances-the-next-generation-of-compute-optimized-instances/";"Nov 06, 2017";"https://aws.amazon.com/blogs/aws/now-available-compute-intensive-c5-instances-for-amazon-ec2/";"Nov 06, 2017"
64;"bf6b93e5295a6029";"c5.2xlarge";"Compute Optimized";"Current generation";"November";"2017";"https://aws.amazon.com/ec2/instance-types/c5/";"https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-c5-instances-the-next-generation-of-compute-optimized-instances/";"Nov 06, 2017";"https://aws.amazon.com/blogs/aws/now-available-compute-intensive-c5-instances-for-amazon-ec2/";"Nov 06, 2017"
65;"37b8723bd0cb65a8";"c5.4xlarge";"Compute Optimized";"Current generation";"November";"2017";"https://aws.amazon.com/ec2/instance-types/c5/";"https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-c5-instances-the-next-generation-of-compute-optimized-instances/";"Nov 06, 2017";"https://aws.amazon.com/blogs/aws/now-available-compute-intensive-c5-instances-for-amazon-ec2/";"Nov 06, 2017"
66;"54c223e8fbfafa85";"c5.9xlarge";"Compute Optimized";"Current generation";"November";"2017";"https://aws.amazon.com/ec2/instance-types/c5/";"https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-c5-instances-the-next-generation-of-compute-optimized-instances/";"Nov 06, 2017";"https://aws.amazon.com/blogs/aws/now-available-compute-intensive-c5-instances-for-amazon-ec2/";"Nov 06, 2017"
67;"3eb542308a51ab4e";"c5.18xlarge";"Compute Optimized";"Current generation";"November";"2017";"https://aws.amazon.com/ec2/instance-types/c5/";"https://aws.amazon.com/about-aws/whats-new/2017/11/introducing-amazon-ec2-c5-instances-the-next-generation-of-compute-optimized-instances/";"Nov 06, 2017";"https://aws.amazon.com/blogs/aws/now-available-compute-intensive-c5-instances-for-amazon-ec2/";"Nov 06, 2017"
68;"d821f375cbd16aee";"f1.2xlarge";"Accelerated Computing";"Current generation";"November";"2016";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2016/11/available-for-preview-amazon-ec2-f1-instances-custom-fpgas-for-hardware-acceleration/";"Nov 30, 2016";"https://aws.amazon.com/blogs/aws/developer-preview-ec2-instances-f1-with-programmable-hardware/";"Nov 30, 2016"
69;"1c07427ea1823aea";"f1.16xlarge";"Accelerated Computing";"Current generation";"November";"2016";"https://aws.amazon.com/ec2/previous-generation/";"https://aws.amazon.com/about-aws/whats-new/2016/11/available-for-preview-amazon-ec2-f1-instances-custom-fpgas-for-hardware-acceleration/";"Nov 30, 2016";"https://aws.amazon.com/blogs/aws/developer-preview-ec2-instances-f1-with-programmable-hardware/";"Nov 30, 2016"
70;"200d7ac4830d3849";"i3.large";"Storage Optimized";"Current generation";"November";"2016";"https://aws.amazon.com/ec2/instance-types/i3/";"https://aws.amazon.com/about-aws/whats-new/2016/11/coming-soon-amazon-ec2-i3-instances-next-generation-storage-optimized-high-io-instances/";"Nov 30, 2016";"https://aws.amazon.com/blogs/aws/now-available-i3-instances-for-demanding-io-intensive-applications/";"Feb 23, 2017"
71;"bbca9951fd0320c9";"i3.xlarge";"Storage Optimized";"Current generation";"November";"2016";"https://aws.amazon.com/ec2/instance-types/i3/";"https://aws.amazon.com/about-aws/whats-new/2016/11/coming-soon-amazon-ec2-i3-instances-next-generation-storage-optimized-high-io-instances/";"Nov 30, 2016";"https://aws.amazon.com/blogs/aws/now-available-i3-instances-for-demanding-io-intensive-applications/";"Feb 23, 2017"
72;"34817e1fc0be25d0";"i3.2xlarge";"Storage Optimized";"Current generation";"November";"2016";"https://aws.amazon.com/ec2/instance-types/i3/";"https://aws.amazon.com/about-aws/whats-new/2016/11/coming-soon-amazon-ec2-i3-instances-next-generation-storage-optimized-high-io-instances/";"Nov 30, 2016";"https://aws.amazon.com/blogs/aws/now-available-i3-instances-for-demanding-io-intensive-applications/";"Feb 23, 2017"
